name,true_score,game,review_link,useless1,Site_address,useless12,useless13,useless14,,
Post Arcade (National Post),95,,http://www.gameinformer.com/games/dragon_age_inquisition/b/playstation4/archive/2014/11/11/dragon-age-inquisition-review-game-informer.aspx,,,,,,,
Game Informer,95,,http://www.polygon.com/2014/11/11/7134385/dragon-age-inquisition-review-ps4-xbox-one-playstation-4-pc,,,,,,,
Polygon,95,,http://www.merlininkazani.com/Dragon_Age_Inquisition-oyun_inceleme-78304p1.html,,,,,,,
Merlin'in Kazanı (Turkey),92,,http://level7.nu/texter/read.php?id=227754,,,,,,,
Level7.nu,90,,http://gamestyle.com/review/dragon-age-inquisition-review/,,,,,,,
Gamestyle,90,,http://www.pushsquare.com/reviews/ps4/dragon_age_inquisition,,,,,,,
Push Square,90,,http://www.laps4.com/analisis/415790-analisis_dragon_age_inquisition_ps4_.html,,,,,,,
LaPS4,90,,http://www.rpgamer.com/games/dragonage/dragonage3/reviews/dragonage3strev1.html,,,,,,,
RPGamer,90,,http://www.usgamer.net/articles/dragon-age-inquisition-ps4-review,,,,,,,
USgamer,90,,http://www.shacknews.com/article/87087/dragon-age-inquisition-review-respect-the-inquisition,,,,,,,
Shacknews,90,,http://www.gamingnexus.com/Article/4623/Dragon-Age-Inquisition/,,,,,,,
Gaming Nexus,90,,http://www.gamespot.com/reviews/dragon-age-inquisition-review/1900-6415949/,,,,,,,
GameSpot,90,,http://www.pelit.fi/dragon-age-inquisition/,,,,,,,
Pelit (Finland),89,,http://it.ign.com/dragon-age-iii-ps3/90377/review/la-recensione-di-dragon-age-inquisition,,,,,,,
IGN Italia,88,,http://www.ign.com/articles/2014/11/11/dragon-age-inquisition-review,,,,,,,
IGN,88,,http://venturebeat.com/2014/11/11/dragon-age-inquisition-review/view-all/,,,,,,,
GamesBeat,87,,http://www.vandal.net/analisis/ps4/dragon-age-inquisition/21315,,,,,,,
Games Master UK,86,,http://worthplaying.com/article/2014/11/12/reviews/94109/,,,,,,,
Playstation Official Magazine Australia,85,,http://www.destructoid.com/review-dragon-age-inquisition-283093.phtml,,,,,,,
Vandal Online,85,,http://www.slantmagazine.com/games/review/dragon-age-inquisition,,,,,,,
Worth Playing,85,,%20http://www.jeuxactu.com/test-dragon-age-inquisition-sur-ps4-et-xbox-one-96134.htm,,,,,,,
Destructoid,85,,http://www.gamesradar.com/dragon-age-inquisition-review/,,,,,,,
Play UK,84,,http://www.videogamer.com/reviews/dragon_age_inquisition_review.html,,,,,,,
Playstation Official Magazine UK,80,,http://www.digitalspy.com/gaming/review/a609153/dragon-age-inquisition-review-ps4-a-rewarding-and-reactive-world.html#~oViprJo4bIfvIb,,,,,,,
Slant Magazine,80,,http://www.cheatcc.com/ps4/rev/dragonageinquisitionreview.html,,,,,,,
JeuxActu,80,,http://killscreendaily.com/articles/dragon-age-inquisition-all-business/,,,,,,,
GamesRadar+,80,,,,,,,,,
VideoGamer,80,,,,,,,,,
Digital Spy,80,,,,,,,,,
Cheat Code Central,76,,,,,,,,,
Kill Screen,75,,,,,,,,,
Gamereactor Sweden,70,,,,,,,,,
NZGamer,89,Dragon Ball: Xenoverse,http://nzgamer.com/reviews/2238/dragon-ball-xenoverse.html,http:,nzgamer.com,reviews,2238,dragon-ball-xenoverse.html,,
Gaming Age,83,,http://www.gaming-age.com/2015/02/dragon-ball-xenoverse-review-for-ps4-xbox-one-pc/,,,,,,,
Impulsegamer,80,,http://www.impulsegamer.com/dragon-ball-z-xenoverse-ps4-review/,,,,,,,
SpazioGames,80,,http://www.spaziogames.it/recensioni_videogiochi/console_multi_piattaforma/17495/dragonball-xenoverse.aspx,,,,,,,
IGN Italia,80,,http://it.ign.com/dragon-ball-xenoverse-ps4/93749/review/luniversale-dragon-ball-xenoverse,,,,,,,
Cheat Code Central,80,,http://www.cheatcc.com/ps4/rev/dragonballxenoversereview.html,,,,,,,
Hobby Consolas,80,,http://www.hobbyconsolas.com/reviews/analisis-dragon-ball-xenoverse-ps4-111048,,,,,,,
Push Square,80,,http://www.pushsquare.com/reviews/ps4/dragon_ball_xenoverse,,,,,,,
Multiplayer.it,78,,http://multiplayer.it/recensioni/145912-dragon-ball-xenoverse-un-mondo-di-saiyan.html,,,,,,,
PSX-Sense.nl,75,,http://www.psx-sense.nl/187788/review-dragon-ball-xenoverse/,,,,,,,
Playstation Universe,75,,http://www.psu.com/review/26213/Dragon-Ball-Xenoverse-PS4-Review,,,,,,,
ZTGD,75,,http://www.ztgd.com/dragon-ball-xenoverse/review/,,,,,,,
Canadian Online Gamers,75,,http://canadianonlinegamers.com/review/dragon-ball-xenoverse-review/,,,,,,,
InsideGamer.nl,75,,http://www.insidegamer.nl/recensies/115961/dragon-ball-xenoverse-review-ballen-met-draken,,,,,,,
Game Informer,75,,http://www.gameinformer.com/games/dragon_ball_xenoverse/b/playstation4/archive/2015/02/27/a-new-face-in-a-familiar-setting.aspx,,,,,,,
Lazygamer,75,,http://www.lazygamer.net/review/dragon-ball-xenoverse-review-goten-out-of-hand/,,,,,,,
IGN Spain,75,,http://es.ign.com/dragon-ball-xenoverse-ps4/91280/review/dragon-ball-xenoverse-analisis-ps4-one-360-ps3-y-p,,,,,,,
3DJuegos,75,,http://www.3djuegos.com/juegos/analisis/19373/0/dragon-ball-xenoverse/,,,,,,,
Meristation,75,,http://www.meristation.com/playstation-4/dragon-ball-xenoverse/analisis-juego/1979689,,,,,,,
LaPS4,74,,http://www.laps4.com/analisis/418423-analisis_dragon_ball_xenoverse.html,,,,,,,
Vandal Online,72,,http://www.vandal.net/analisis/ps4/dragon-ball-xenoverse/24456,,,,,,,
The Digital Fix,70,,http://gaming.thedigitalfix.com/content/id/2869/dragon-ball-xenoverse.html,,,,,,,
Gamer.nl,70,,http://www.gamer.nl/review/500511/dragon-ball-xenoverse-mmodbz,,,,,,,
Worth Playing,70,,http://worthplaying.com/article/2015/3/13/reviews/95258/,,,,,,,
Level7.nu,70,,http://level7.nu/texter/read.php?id=229168,,,,,,,
We Got This Covered,70,,http://wegotthiscovered.com/gaming/dragon-ball-xenoverse-review/,,,,,,,
Softpedia,70,,http://www.softpedia.com/reviews/games/playstation-4/Dragon-Ball-Xenoverse-Review-474753.shtml,,,,,,,
Hardcore Gamer,70,,http://www.hardcoregamer.com/2015/03/03/review-dragon-ball-xenoverse/137201/,,,,,,,
Atomix,70,,http://atomix.vg/2015/02/28/review-dragon-ball-xenoverse/,,,,,,,
Game Revolution,70,,http://www.gamerevolution.com/review/dragon-ball-xenoverse,,,,,,,
PlayStation LifeStyle,70,,http://www.playstationlifestyle.net/2015/02/24/dragon-ball-xenoverse-review-ps4-yamcha-goku/#/slide/1,,,,,,,
GamesVillage.it,70,,http://www.gamesvillage.it/videogiochi/dragon-ball-xenoverse-recensione-review-ps3-ps4-xbox-one-360-pc/,,,,,,,
LevelUp,68,,http://www.levelup.com/PlayStation-4/juegos/277923/Dragon-Ball-Xenoverse/review,,,,,,,
Everyeye.it,68,,http://www.everyeye.it/ps4/articoli/dragon-ball-xenoverse_recensione_25053,,,,,,,
GameOver.gr,60,,http://www.gameover.gr/reviews/item/30344-dragon-ball-xenoverse,,,,,,,
GameSpot,60,,http://www.gamespot.com/reviews/dragon-ball-xenoverse-review/1900-6416054/,,,,,,,
Slant Magazine,60,,http://www.slantmagazine.com/games/review/dragon-ball-xenoverse,,,,,,,
TheSixthAxis,60,,http://www.thesixthaxis.com/2015/03/04/dragon-ball-xenoverse-review/,,,,,,,
GameTrailers,60,,http://www.gametrailers.com/reviews/yrx95w/dragon-ball-xenoverse-review,,,,,,,
Eurogamer Poland,60,,http://www.eurogamer.pl/articles/2015-03-02-dragon-ball-xenoverse-recenzja,,,,,,,
GRYOnline.pl,60,,http://www.gry-online.pl/S020.asp?ID=10301,,,,,,,
JeuxActu,60,,%20http://www.jeuxactu.com/test-dragon-ball-xenoverse-sur-ps4-97569.htm,,,,,,,
4Players.de,60,,http://www.4players.de/4players.php/dispbericht/PlayStation4/Test/35856/80991/0/DragonBall_Xenoverse.html,,,,,,,
Metro GameCentral,60,,http://metro.co.uk/2015/02/25/dragon-ball-xenoverse-review-alternative-history-5079014/,,,,,,,
God is a Geek,60,,http://www.godisageek.com/reviews/dragon-ball-xenoverse-review/,,,,,,,
Playstation Universe,95,Driveclub,http://www.psu.com/review/24853/DRIVECLUB-Review--Greatness-arrives,http:,www.psu.com,review,24853,DRIVECLUB-Review--Greatness-arrives,,
Gaming Age,91,,http://www.gaming-age.com/2014/10/driveclub-review-ps4/,,,,,,,
Playstation Official Magazine UK,90,,http://gamingtrend.com/reviews/first-rule-driveclub-driveclub-review/,,,,,,,
GamingTrend,90,,http://www.gametrailers.com/reviews/5v3t3a/driveclub-review,,,,,,,
GameTrailers,86,,http://multiplayer.it/recensioni/138631-driveclub-il-mio-club-e-meglio-del-tuo.html,,,,,,,
Multiplayer.it,85,,http://www.xgn.nl/review/61227/driveclub,,,,,,,
XGN,85,,http://www.vandal.net/analisis/ps4/driveclub/20530,,,,,,,
Vandal Online,85,,http://www.gamestm.co.uk/reviews/driveclub-review/,,,,,,,
Games Master UK,80,,http://digitalchumps.com/game-reviews/352-playstation-4/driveclub.html,,,,,,,
games(TM),80,,http://games.tiscali.cz/recenze/driveclub-recenze-243694,,,,,,,
Digital Chumps,80,,http://www.theguardian.com/technology/2014/oct/08/driveclub-review-sony-playstation-4,,,,,,,
Games.cz,80,,%20http://www.jeuxactu.com/test-driveclub-sur-ps4-95624.htm,,,,,,,
Guardian,80,,http://it.ign.com/drive-club-ps4/86035/review/driveclub-linaugurazione-e-la-recensione,,,,,,,
JeuxActu,80,,http://venturebeat.com/2014/10/07/driveclubs-fast-finicky-and-difficult-and-the-best-racer-for-playstation-4-review/view-all/,,,,,,,
IGN Italia,80,,http://www.3djuegos.com/juegos/analisis/15706/0/driveclub/,,,,,,,
GamesBeat,80,,http://www.gamer.nl/review/498413/driveclub-uitstekende-coureur-met-irritante-bijrijders,,,,,,,
3DJuegos,80,,http://www.insidegamer.nl/recensies/113807/driveclub-review-pgr-voor-de-nieuwe-generatie,,,,,,,
Gamer.nl,80,,http://www.eurogamer.pt/articles/2014-10-07-driveclub-analise,,,,,,,
InsideGamer.nl,80,,http://www.eurogamer.it/articles/2014-10-07-driveclub-il-lato-social-della-velocita-review-recensione,,,,,,,
Eurogamer Portugal,80,,http://www.meristation.com/playstation-4/driveclub/analisis-juego/1841144,,,,,,,
Eurogamer Italy,80,,http://www.thesixthaxis.com/2014/10/07/driveclub-review/,,,,,,,
Meristation,80,,http://www.ztgd.com/reviews/driveclub-ps4-review/,,,,,,,
TheSixthAxis,80,,http://www.digitalspy.com/gaming/review/a601749/driveclub-review-ps4-a-simple-and-straightforward-stunner.html,,,,,,,
ZTGD,80,,http://www.videogamer.com/reviews/driveclub_review.html,,,,,,,
Digital Spy,80,,http://www.gamesradar.com/driveclub-review,,,,,,,
VideoGamer,80,,http://www.ign.com/articles/2014/10/07/driveclub-review,,,,,,,
GamesRadar+,80,,http://www.pu.nl/artikelen/review/driveclub-review/,,,,,,,
IGN,79,,http://www.gameinformer.com/games/driveclub/b/playstation4/archive/2014/10/07/game-informer-driveclub-review.aspx?utm_content=buffer815e6&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,,,,,,,
Power Unlimited,78,,http://www.psxextreme.com/ps4-reviews/43.html,,,,,,,
Game Informer,78,,http://www.godisageek.com/reviews/driveclub-review/,,,,,,,
Play UK,77,,http://www.merlininkazani.com/Driveclub-oyun_inceleme-77444p1.html,,,,,,,
Pelit (Finland),77,,http://www.levelup.com/PlayStation-4/juegos/46813/DriveClub/review,,,,,,,
PSX Extreme,76,,http://www.lazygamer.net/review/driveclub-review/,,,,,,,
Playstation Official Magazine Australia,75,,http://www.softpedia.com/reviews/games/playstation-4/DriveClub-Review-461314.shtml,,,,,,,
God is a Geek,75,,http://www.laps3.com/analisis/414416-analisis_driveclub.html,,,,,,,
Merlin'in Kazanı (Turkey),75,,http://www.gameover.gr/reviews/item/29091-driveclub,,,,,,,
LevelUp,75,,http://www.everyeye.it/ps4/articoli/driveclub_recensione_23811,,,,,,,
Lazygamer,75,,http://www.playstationlifestyle.net/2014/10/07/driveclub-review/#/slide/1,,,,,,,
Softpedia,75,,http://www.destructoid.com/review-driveclub-281989.phtml,,,,,,,
LaPS4,75,,http://www.polygon.com/2014/10/7/6570539/driveclub-review-ps4-playstation-4,,,,,,,
GameOver.gr,75,,http://www.cheatcc.com/ps4/rev/driveclubreview.html,,,,,,,
Everyeye.it,75,,http://www.psx-sense.nl/176973/review-driveclub/,,,,,,,
PlayStation LifeStyle,75,,http://www.pushsquare.com/reviews/ps4/driveclub,,,,,,,
Destructoid,75,,http://www.gameplanet.com.au/playstation-4/reviews/g5445e4fc12934/Driveclub-review/,,,,,,,
Polygon,75,,http://www.game-over.com/content/2014/10/driveclub/,,,,,,,
Cheat Code Central,74,,http://www.digitallydownloaded.net/2014/10/review-driveclub-ps4.html,,,,,,,
CD-Action,70,,http://www.gamer.no/artikler/anmeldelse-driveclub/164151,,,,,,,
PSX-Sense.nl,70,,http://business.financialpost.com/2014/10/07/driveclub-review-sonys-ambitious-social-racer-is-a-strong-foundation-minus-the-building/,,,,,,,
Edge Magazine,70,,http://www.eurogamer.es/articles/analisis-de-driveclub-ps4,,,,,,,
Push Square,70,,http://www.gameblog.fr/tests/2071-driveclub-ps4,,,,,,,
Gameplanet,70,,http://level7.nu/pages/Driveclub,,,,,,,
Game Over Online,70,,http://www.usgamer.net/articles/driveclub-ps4-review-,,,,,,,
Digitally Downloaded,70,,http://canadianonlinegamers.com/review/driveclub-ps4-review/,,,,,,,
Gamer.no,70,,http://nzgamer.com/reviews/2150/driveclub.html,,,,,,,
Post Arcade (National Post),70,,http://gamestyle.com/review/driveclub-review/,,,,,,,
Eurogamer Spain,70,,http://www.impulsegamer.com/driveclub-ps4-review/,,,,,,,
Gameblog.fr,70,,http://www.eurogamer.de/articles/2014-10-28-driveclub-test-multiplayer-und-wertung,,,,,,,
Shacknews,70,,http://www.gry-online.pl/S020.asp?ID=10025,,,,,,,
Level7.nu,70,,http://darkzero.co.uk/game-reviews/driveclub-ps4/,,,,,,,
USgamer,70,,http://www.telegraph.co.uk/technology/video-games/video-game-reviews/11168914/DriveClub-review.html,,,,,,,
Canadian Online Gamers,65,,http://www.quartertothree.com/fp/2014/10/18/hey-driveclub-bad-game-still-cant-quite-get-starting-line/,,,,,,,
NZGamer,65,,http://www.egmnow.com/articles/reviews/egm-review-driveclub/,,,,,,,
Game World Navigator Magazine,63,,http://www.gamereactor.se/recensioner/194774/Driveclub/,,,,,,,
LEVEL (Czech Republic),60,,http://www.gamerevolution.com/review/driveclub,,,,,,,
Gamestyle,60,,http://www.eurogamer.net/articles/2014-10-07-driveclub-review,,,,,,,
Impulsegamer,60,,http://gaming.thedigitalfix.com/content/id/2639/driveclub.html,,,,,,,
Eurogamer Germany,60,,http://www.slantmagazine.com/games/review/driveclub,,,,,,,
GRYOnline.pl,60,,http://www.4players.de/4players.php/dispbericht/PlayStation4/Test/34427/79994/0/DriveClub.html,,,,,,,
DarkZero,60,,http://metro.co.uk/2014/10/07/driveclub-review-driving-penalty-4895912/,,,,,,,
Telegraph,60,,http://www.hardcoregamer.com/2014/10/07/review-driveclub/109886/,,,,,,,
Quarter to Three,60,,http://www.gamespot.com/reviews/driveclub-review/1900-6415900/,,,,,,,
EGM,60,,http://www.giantbomb.com/reviews/driveclub-review/1900-677/,,,,,,,
Gamereactor Sweden,60,,,,,,,,,
Game Revolution,60,,,,,,,,,
Joystiq,60,,,,,,,,,
Eurogamer,60,,,,,,,,,
Hyper Magazine,50,,,,,,,,,
The Digital Fix,50,,,,,,,,,
Slant Magazine,50,,,,,,,,,
4Players.de,50,,,,,,,,,
Metro GameCentral,50,,,,,,,,,
Hardcore Gamer,50,,,,,,,,,
GameSpot,50,,,,,,,,,
Giant Bomb,40,,,,,,,,,
